journal_record_id,title,publication_year,journal,issn,doi,url,within_search_venues,automated_screen,automated_reason,dedupe_status,abstract,human_decision,title_abstract_reason,full_text_decision,full_text_reason,study_id,evidence_weight
JR-011,Navigating the Landscape of Automated Feedback Generation Techniques for Programming Exercises,2025,ACM Transactions on Computing Education,1946-6226,10.1145/3764593,https://doi.org/10.1145/3764593,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"Programming demands a variety of cognitive skills, and mastering these competencies is essential for success in computer science education. The importance of formative feedback is well acknowledged in programming education, and thus, a diverse range of techniques has been proposed to generate and enhance formative feedback for programming exercises. This article reviews state-of-the-art automated feedback generation techniques and categorizes the various approaches based on the underlying computational techniques, programming languages, the kind of programming errors they deal with, and the type of feedback they provide. It covers data-driven techniques, those which use program repair methods, machine learning-based techniques, and techniques based around the use of large language models, particularly noting the rapid uptake of the latter. The article provides a summary of key findings and challenges, alongside recommendations for future work. The findings reveal that although there exist numerous tools for automated programming feedback, many studies depend on non-public benchmarks, which limits reproducibility and independent evaluation of the tools and their datasets. Additionally, tools are not always language agnostic and in some cases involve complex configuration steps. Large language models have demonstrated transformative potential in generating feedback. However, most research has focused on introductory courses (CS1 and CS2) indicating the need to apply them in advanced fields like machine learning and image processing. Although large language models have outperformed traditional approaches, challenges related to hallucinations and incorrect responses still need to be addressed as precision is critical in a pedagogical setting. Most of the studies use proprietary models that lack transparency and customization options, emphasizing the need for further research into open LLM alternatives.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-012,Nurturing Code Quality: Leveraging Static Analysis and Large Language Models for Software Quality in Education,2025,ACM Transactions on Computing Education,1946-6226,10.1145/3722229,https://doi.org/10.1145/3722229,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLMs), such as ChatGPT, have become widely popular for various software engineering tasks, including programming, testing, code review, and program comprehension. However, their impact on improving software quality in educational settings remains uncertain. This article explores our experience teaching the use of Programming Mistake Detector (PMD) to foster a culture of bug fixing and leverage LLM to improve software quality in the classroom. This article discusses the results of an experiment involving 155 submissions that carried out a code review activity of 1,658 rules. Our quantitative and qualitative analyses reveal that a set of PMD quality issues influences the acceptance or rejection of the issues, and design-related categories that take longer to resolve. Although students acknowledge the potential of using ChatGPT during code review, some skepticism persists. Further, constructing prompts for ChatGPT that possess clarity, complexity, and context nurtures vital learning outcomes, such as enhanced critical thinking, and among the 1,658 issues analyzed, 93% of students indicated that ChatGPT did not identify any additional issues beyond those detected by PMD. Conversations between students and ChatGPT encompass five categories, including ChatGPT’s use of affirmation phrases like “certainly” regarding bug fixing decisions, and apology phrases such as “apologize” when resolving challenges. Through this experiment, we demonstrate that code review can become an integral part of the educational computing curriculum. We envision our findings to enable educators to support students with effective code review strategies, increasing awareness of LLMs, and promoting software quality in education.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-013,"Paper-Rich, Trainee-Poor? Generative AI, Funding Retrenchment, and the Future of Computing Education Research",2026,ACM Transactions on Computing Education,1946-6226,10.1145/3833217,https://doi.org/10.1145/3833217,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"Generative artificial intelligence is usually discussed in computing education as a challenge to teaching, assessment, and academic integrity. I argue that an equally consequential issue is emerging within computing education research (CER): federal funding disruption is weakening the graduate research pipeline just as AI is reducing the visible labor required to generate software, analyses, synthetic data, documentation, proposals, and manuscripts. These forces should not be conflated. Funding retrenchment is the immediate threat to projects and trainee support; AI is a contingent amplifier that may strengthen well-funded teams or allow faculty to maintain scholarly output with fewer students and less grant seeking. CER is especially vulnerable because much of its consequential work is relationship-intensive, longitudinal, and context-dependent. It is also upstream infrastructure for computing workforce development: CER-trained researchers determine whether AI-mediated instruction produces durable learning, how curricula and assessment should change, how teachers adapt, and who gains access to computing careers. I develop a prospective, testable account of how funding loss, AI-enabled productivity, and growth in self-financed professional master's education may separate publication and enrollment from researcher formation. I then propose a CER capacity dashboard and a revenue-preserving MS research-training compact designed to protect doctoral formation, authentic field research, methodological diversity, equitable entry into research careers, and the expertise needed to prepare an adaptable computing workforce.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-014,Process Management for Learning from Professional Source Code: Cultivating Experts in the Age of AI,2026,ACM Transactions on Computing Education,1946-6226,10.1145/3796525,https://doi.org/10.1145/3796525,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"Background and Context : Today’s software industry increasingly values intricate conceptual knowledge (e.g., sufficient expertise to fix AI-generated code). Though program comprehension and scaffolding have mature literature, the intermediate-to-expert transition for programmers is under-researched relative to its socioeconomic impact. Learner-focused inspection tools exist (e.g., Ply, Isopleth, Python Tutor), but these often address specific problems (e.g., implicit CSS dependencies, async JS, call stacks), without systematic guidance for developing deep conceptual models of architectures and techniques across large real-world codebases or interactions. Objectives : We aim to support non-experts in learning holistically from professional code and to understand how they explore and learn in this context. Given that learners outnumber expert instructors who can teach these concepts, we propose Process Management (PM), a framework for designing tools that scaffold sensemaking on underused yet plentiful real-world code. PM addresses core obstacles learners face (code complexity, surface-level focus, and transfer challenges) through core design principles (intuitive sensemaking processes, comparison, reflection). After prototyping and piloting over 5 years, we developed 3 PM tools that surface JavaScript, CSS, and Python techniques. In this work, we seek to understand the effectiveness of PM tools, and the processes learners follow with and without PM support. Study Methods : We report on think-aloud studies conducted over 1.5 years to evaluate our 3 PM tools. Data include \(\sim\) 300 hours of remote observation of intermediate-level developers using these tools or controls (Chrome DevTools, VS Code). There were five participants in each condition for each tool. Studies consisted of tool training and pre-test, tool-use, and post-test phases, followed by a post-study interview. We qualitatively coded pre/post- and tool-use data, and present learning gains and in-task behavioral metrics. Findings : Our mixed-methods evaluations show PM tool users explored effectively (e.g., comparing, mapping) and achieved \(\sim\) 3× more learning outcomes (e.g., conceptual clarity, transferable patterns). Such outcomes were observed consistently across the three programming domains under study. Our qualitative data shows how PM tools can shape learners’ exploration order and process, enhance their understanding of nuanced techniques through interactive comparison, and help them uncover the domain-specific rationales behind design pattern usage through analogical mapping and reflection activities. Implications : Finally, we discuss PM’s potential impact on cognitive load, the role of experts today, and a sketch for how LLMs may scale PM. In particular, we envision a world in which educators and builders can develop PM systems that provide intermediate-level engineers a process for learning holistically from open source professional code to gain conceptual expertise, which they can then use to refine AI-generated code. We also provide examples of LLM prompts that can be used to potentially automate aspects of our PM tool-use sessions, laying some groundwork for AI-driven professional development. In summary, our work contributes to computing education by introducing a scalable and forward-looking tool-building framework and design paradigm for helping intermediate-level learners extract expert-level concepts from complex, real-world code.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-015,Programming Challenges and Perceptions: A Study of Separate Groups before and after the Release of ChatGPT,2026,ACM Transactions on Computing Education,1946-6226,10.1145/3777904,https://doi.org/10.1145/3777904,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"Learning to program a new language presents persistent challenges such as debugging, program design and understanding advanced programming concepts, all of which contribute to high dropout rates and learning difficulties. Meanwhile, the emergence of Large Language Models (LLMs) like ChatGPT introduces new dimensions in programming education, offering personalised and interactive learning experiences that could mitigate traditional learning challenges. This study investigates students’ perceptions of programming learning difficulties before and a year after the release of ChatGPT. Through self-reported surveys, the study examines differences in perceived difficulties, evaluates the role of learning materials, including ChatGPT, and explores correlations between students’ perceptions of fairness, trust and effectiveness of ChatGPT and their programming learning difficulties. Findings confirm that even in the era of ChatGPT, the challenges associated with learning programming are complex and continue to be deeply linked to understanding programming concepts, learning situations and learning materials. There was no gender difference in programming learning difficulties, while students concerned about plagiarism from ChatGPT reported more programming learning difficulties. Students who trust ChatGPT report higher perceived effectiveness of its use in learning. These findings highlight the potential of ChatGPT to complement traditional learning resources while emphasising the importance of foundational skills and ethical guidelines. Educators and policymakers must consider these findings to develop programming curricula that leverage technological advancements and address the persistent challenges that hinder student programming learning.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-016,"“If You Can’t Dance Your Program, You Can’t Write It”: Challenges and Implications for AI in Education",2026,ACM Transactions on Computing Education,1946-6226,10.1145/3759257,https://doi.org/10.1145/3759257,J13,candidate,AI-coding and software-development markers present,unique_for_screening,"This article offers a critical analysis of the role of the body in the development of AI in the field of education. It challenges the dominance of symbolic and disembodied AI models based on abstract information processing and advocates for a paradigm shift toward embodied AI grounded in situationality, emergence, and sensorimotor coupling. Drawing on post-cognitivist frameworks, the article highlights the cognitive and experiential limitations of current GenAI systems, such as the loss of proprioception, multimodal agency, and the devaluation of embodied practices. It proposes a redefinition of Human–Computer Interaction (HCI) centered on a perceptual–affective choreography. The article advances a more inclusive and emancipatory vision of AI in education, aimed at fostering creative, critical, and situated learning through a set of embodied design principles.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-017,"A Formal Lens on Android Permissions System: Modeling, Verification, and Exploitation Using LLMs and Model Checking",2026,ACM Transactions on Privacy and Security,2471-2566,10.1145/3799897,https://doi.org/10.1145/3799897,J15,candidate,AI-coding and software-development markers present,unique_for_screening,"The Android Permissions System (APS) is a permission-based access control mechanism that controls the applications’ access to protected resources such as user contacts and GPS locations. The evolution of APS—as a critical component of Android—has made the user experience more convenient. However, the vulnerabilities and attacks targeting the APS indicate that its thorough security analysis is essential to ensure system security and to protect user information. Although previous works applied formal methods to verify the security of APS, its new capabilities, such as One-Time Permissions (OTPs), have not yet been studied. In this article, we present a model checking approach for security verification of APS that supports OTPs. We use Large Language Models in a Chain-of-Thought process to assist in extracting the behavior of APS from its documentation and source code to design a formal model and a set of security properties. Then we use the TLC model checker to verify the security properties against the model. We analyze the APS in both Android 6 and Android 11 and we succeed in discovering a previously known vulnerability in Android 6 as well as a new vulnerability in OTPs in Android 11 named Permanent Permission Access (PPA). We also implement an exploit code to show that PPA leads to permanent illegal access to sensitive resources. Our experiments show that the developed exploit app works on the latest versions of Android too (including Android 15). Besides, we propose the required fix to mitigate the vulnerability.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-018,FairQuanti: Enhancing Fairness in Deep Neural Network Quantization via Neuron Role Contribution,2025,ACM Transactions on Privacy and Security,2471-2566,10.1145/3744560,https://doi.org/10.1145/3744560,J15,candidate,AI-coding and software-development markers present,unique_for_screening,"The increasing complexity of deep neural networks (DNNs) poses significant resource challenges for edge devices, prompting the development of compression technologies like model quantization. However, while improving model efficiency, quantization can introduce or perpetuate the original model’s bias. Existing debiasing methods for quantized models often incur additional costs. To address this issue, we propose FairQuanti , a novel quantization approach that leverages neuron role contribution to achieve fairness. By distinguishing between biased and normal neurons, FairQuanti employs mixed precision quantization to mitigate model bias during the quantization process. FairQuanti has four key differences from previous studies: (1) Neuron Roles - It formally defines biased and normal neuron roles, establishing a framework for feasible model quantization and bias mitigation; (2) Effectiveness - It introduces a fair quantization strategy that discriminatively quantizes neuron roles, balancing model accuracy and fairness through Bayesian optimization; (3) Generality - It applies to both structured and unstructured data across various quantization bit levels; (4) Robustness - It demonstrates resilience against adaptive attacks. Extensive experiments on five datasets (three structured and two unstructured) using five different models validate FairQuanti ’s superior performance against eight baseline methods. Specifically, fairness metrics such as demographic parity (DP) improve by approximately 1.03 times, and the demographic parity ratio (DPR) improves by approximately 1.51 times compared to the baselines, with an average accuracy loss of less than 7.5% at 8-bit quantization. FairQuanti presents a promising solution for deploying fair and efficient deep models on resource-constrained devices and holds potential for application in large language models to reduce size and computational demands while minimizing bias. Our source code is available at https://github.com/Caozq2/FairQuanti .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-019,SemAder : Evading LLM-Based Binary Code Analysis via Structure-Semantics Joint Induction,2026,ACM Transactions on Privacy and Security,2471-2566,10.1145/3818619,https://doi.org/10.1145/3818619,J15,candidate,AI-coding and software-development markers present,unique_for_screening,"With the rapid advancement of artificial intelligence (AI), particularly the widespread adoption of large language models (LLMs) in code comprehension and analysis, their strong semantic parsing capabilities have introduced new threats to software security. Attackers can exploit LLMs to reverse-engineer the deeper semantic logic of code, steal core algorithms, or uncover vulnerabilities, thereby endangering software intellectual property and system security. This work introduces SemAder , a structure–semantics joint induction framework that generates adversarial yet function-preserving binaries to mislead LLMs’ functional judgments in binary analysis, thereby reducing the reliability of LLM-assisted semantic analysis during reverse engineering. SemAder comprises three core components: (1) a control-flow-labeled induced corpus annotated with structural tags and code semantics; (2) a hybrid similarity-driven corpus selection mechanism that favors structural proximity with semantic divergence; and (3) a reinforcement-learning-driven semantic fusion pipeline that incorporates constant externalization and context-aware semantic enhancement to strengthen induction against high-capability LLMs. Experimental results across eight LLM evaluators demonstrate that SemAder consistently shifts model predictions toward the induced target category, achieving an average induction gap of 0.77 and maintaining effectiveness under adversarial prompt variants and multi-agent post-processing workflows. SemAder also misleads the CLAP code classification model (-63.5% original-class confidence) and reduces similarity scores across four binary similarity detectors (Asm2Vec, BinDiff, SAFE, Gemini) to an average of 0.51, with only 12.7% average binary size increase and 8.8% average runtime overhead.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-020,With Power comes Responsibility: Attack Synthesis for Industrial Control Systems using Large Language Models,2026,ACM Transactions on Privacy and Security,2471-2566,10.1145/3815116,https://doi.org/10.1145/3815116,J15,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLM) such as ChatGPT, Meta AI, and Google Gemini have become highly accessible and ubiquitous across a wide range of applications, including speech synthesis, code generation, and media content creation. Recent research indicates that an alternative motivation for such tools is to rapidly develop malware to conduct cyber attacks. In this article, we investigate how generative LLM tools can be used to synthesise cyber-attacks targeting Industrial Control Systems (ICS). We introduce a methodology that uses LLMs to generate attack techniques based on the MITRE attack framework to target a variety of Programmable Logic Controllers (PLC) models from by different industrial vendors. We investigate the capability of five leading off-the-shelf LLMs by providing different levels of attacker context to enhance the generation. Through a comprehensive evaluation of the generated code and the resulting LLM outputs, we demonstrate that current general-purpose LLMs are capable of identifying the necessary steps required to synthesise attacks that can manipulate the operations of real PLCs. We highlight that the success of LLM-generated PLC cyberattacks depends on the level of target context initially provided, emphasising the importance of mitigating early-stage reconnaissance attacks in OT environments.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-021,"""Should I Give Up Now?"" Investigating LLM Pitfalls in Software Engineering",2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3801972,https://doi.org/10.1145/3801972,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Software engineers are increasingly incorporating AI assistants into their workflows to enhance productivity and alleviate cognitive load. However, experiences with large language models (LLMs) such as ChatGPT vary widely. While some engineers find them useful, others deem them counterproductive due to inaccuracies in their responses. Researchers have also observed that ChatGPT often provides incorrect information. Given these limitations, it is crucial to determine how to effectively integrate LLMs into software engineering (SE) workflow. Analyzing data from 26 participants in a complex web development task, we identified nine failure types categorized into incorrect or incomplete responses, cognitive overload, and context loss. Users attempted to mitigate these issues through scaffolding, prompt clarification, and debugging. However, 17 participants ultimately chose to abandon ChatGPT due to persistent failures. Our quantitative analysis revealed that unhelpful responses increased the likelihood of abandonment by a factor of 11, while each additional prompt reduced abandonment probability by 17%. This study advances the understanding of human-AI interaction in SE tasks and outlines directions for future research and tooling support.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
